Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
TUESDAY,VANCOUVER,CASUALTY,PACIFIC ST ONRAMP,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP,BURRARD ST,BURRARD ST,06:00-08:59,1,49.276971,-123.132435,1
FRIDAY,VANCOUVER,CASUALTY,TYNE ST,Yes,2017,FRIDAY,SIDE IMPACT,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,KINGSWAY & TYNE ST,KINGSWAY,KINGSWAY,15:00-17:59,1,49.232015,-123.031251,1
FRIDAY,VANCOUVER,CASUALTY,W 41ST AVE,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 41ST AVE,CAMBIE ST,CAMBIE ST,15:00-17:59,1,49.23354,-123.116194,1
WEDNESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 41ST AVE & MAIN ST,E 41ST AVE,E 41ST AVE,15:00-17:59,1,49.23306,-123.101517,1
WEDNESDAY,VANCOUVER,CASUALTY,SW MARINE DR,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DUNBAR ST & SW MARINE DR,DUNBAR ST,DUNBAR ST,15:00-17:59,1,49.230603,-123.185361,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,CARNARVON ST,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CARNARVON ST & W 44TH AVE,W 44TH AVE,W 44TH AVE,15:00-17:59,1,49.231909,-123.173081,1
FRIDAY,VANCOUVER,CASUALTY,NA,Yes,2019,FRIDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,KINGSWAY,KINGSWAY,KINGSWAY,15:00-17:59,1,49.232263,-123.024221,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,SW MARINE DR,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COLLINGWOOD ST & SW MARINE DR,COLLINGWOOD ST,COLLINGWOOD ST,15:00-17:59,1,49.230144,-123.182012,1
THURSDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 44TH AVE,W 44TH AVE,W 44TH AVE,18:00-20:59,1,49.230738,-123.116161,1
TUESDAY,VANCOUVER,CASUALTY,EARLES ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 41ST AVE & EARLES ST,E 41ST AVE,E 41ST AVE,18:00-20:59,1,49.232759,-123.048784,1
MONDAY,VANCOUVER,CASUALTY,MANITOBA ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MANITOBA ST & W 42ND AVE,W 42ND AVE,W 42ND AVE,15:00-17:59,1,49.232278,-123.108161,1
THURSDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2018,THURSDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 7TH AVE & ONTARIO ST & W 7TH AVE,W 7TH AVE,W 7TH AVE,06:00-08:59,1,49.264674,-123.10482,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,HIGHBURY ST,Yes,2015,MONDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HIGHBURY ST & W 8TH AVE,W 8TH AVE,W 8TH AVE,12:00-14:59,1,49.265263,-123.187733,1
WEDNESDAY,VANCOUVER,CASUALTY,VICTORIA DR,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 3RD AVE & VICTORIA DR,E 3RD AVE,E 3RD AVE,18:00-20:59,1,49.267759,-123.065803,1
FRIDAY,VANCOUVER,CASUALTY,E 2ND AVE,Yes,2017,FRIDAY,UNDETERMINED,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE & WOODLAND DR,WOODLAND DR,WOODLAND DR,12:00-14:59,1,49.268731,-123.073522,1
MONDAY,VANCOUVER,CASUALTY,COLUMBIA ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COLUMBIA ST & W 6TH AVE,W 6TH AVE,W 6TH AVE,12:00-14:59,1,49.265645,-123.109461,1
FRIDAY,VANCOUVER,CASUALTY,KEITH DR,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & KEITH DR,E 6TH AVE,E 6TH AVE,15:00-17:59,1,49.265199,-123.079402,1
FRIDAY,VANCOUVER,CASUALTY,GLEN DR,Yes,2018,FRIDAY,UNDETERMINED,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,E 6TH AVE & GLEN DR & GREAT NORTHERN WAY,GREAT NORTHERN WAY,GREAT NORTHERN WAY,15:00-17:59,1,49.26524,-123.081306,1
SUNDAY,VANCOUVER,CASUALTY,W 3RD AVE,Yes,2017,SUNDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & W 3RD AVE,BURRARD ST,BURRARD ST,09:00-11:59,1,49.2689,-123.145594,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,TRAFALGAR ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,TRAFALGAR ST & W 3RD AVE,W 3RD AVE,W 3RD AVE,12:00-14:59,1,49.269194,-123.164516,1
WEDNESDAY,VANCOUVER,CASUALTY,TRAFALGAR ST,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,TRAFALGAR ST & W 3RD AVE,W 3RD AVE,W 3RD AVE,21:00-23:59,1,49.269194,-123.164516,1
THURSDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE & ONTARIO ST & W 2ND AVE,W 2ND AVE,W 2ND AVE,06:00-08:59,1,49.269246,-123.104652,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,W 57TH AVE,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 57TH AVE,CAMBIE ST,CAMBIE ST,12:00-14:59,1,49.219058,-123.116784,1
TUESDAY,VANCOUVER,CASUALTY,KERR ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 54TH AVE & KERR ST,E 54TH AVE,E 54TH AVE,18:00-20:59,1,49.220159,-123.041281,1
FRIDAY,VANCOUVER,CASUALTY,CELISTA DR,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CELISTA DR & MATHESON CRES,MATHESON CRES,MATHESON CRES,15:00-17:59,1,49.21887,-123.026633,1
TUESDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 57TH AVE,W 57TH AVE,W 57TH AVE,06:00-08:59,1,49.219058,-123.116784,1
TUESDAY,VANCOUVER,CASUALTY,E 55TH AVE,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 55TH AVE & KERR ST,KERR ST,KERR ST,09:00-11:59,1,49.219197,-123.041356,1
SUNDAY,VANCOUVER,CASUALTY,W 57TH AVE,Yes,2019,SUNDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST & W 57TH AVE,HEATHER ST,HEATHER ST,12:00-14:59,1,49.219142,-123.123868,1
SUNDAY,VANCOUVER,CASUALTY,KERR ST,Yes,2015,SUNDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 56TH AVE & KERR ST,E 56TH AVE,E 56TH AVE,15:00-17:59,1,49.218171,-123.041377,1
WEDNESDAY,VANCOUVER,CASUALTY,OAK ST,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,OAK ST & W 57TH AVE,W 57TH AVE,W 57TH AVE,15:00-17:59,1,49.219207,-123.128556,1
THURSDAY,VANCOUVER,CASUALTY,NA,Yes,2019,THURSDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST,CAMBIE ST,CAMBIE ST,18:00-20:59,1,49.220389,-123.116855,1
WEDNESDAY,VANCOUVER,CASUALTY,BRUCE ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BRUCE ST & E 41ST AVE,E 41ST AVE,E 41ST AVE,15:00-17:59,1,49.232618,-123.070111,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,SELKIRK ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,SELKIRK ST & W 41ST AVE,W 41ST AVE,W 41ST AVE,15:00-17:59,1,49.234124,-123.133356,1
SATURDAY,VANCOUVER,CASUALTY,ANGUS DR,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ANGUS DR & W 41ST AVE,W 41ST AVE,W 41ST AVE,15:00-17:59,1,49.23446,-123.147668,1
SATURDAY,VANCOUVER,CASUALTY,PRINCE EDWARD ST,Yes,2015,SATURDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 41ST AVE & PRINCE EDWARD ST,E 41ST AVE,E 41ST AVE,12:00-14:59,1,49.232989,-123.097205,1
THURSDAY,VANCOUVER,CASUALTY,TYNE ST,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,KINGSWAY & TYNE ST,KINGSWAY,KINGSWAY,18:00-20:59,1,49.232015,-123.031251,1
SUNDAY,VANCOUVER,CASUALTY,OLYMPIC ST,Yes,2015,SUNDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,OLYMPIC ST & SW MARINE DR,SW MARINE DR,SW MARINE DR,06:00-08:59,1,49.232212,-123.189629,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,E 41ST AVE,Yes,2019,MONDAY,SINGLE VEHICLE,Y,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 41ST AVE & MAIN ST,MAIN ST,MAIN ST,21:00-23:59,1,49.23306,-123.101517,1
WEDNESDAY,VANCOUVER,CASUALTY,COLUMBIA ST,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COLUMBIA ST & W 41ST AVE,W 41ST AVE,W 41ST AVE,09:00-11:59,1,49.233341,-123.110765,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,SW MARINE DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CROWN ST & SW MARINE DR,CROWN ST,CROWN ST,15:00-17:59,1,49.233695,-123.193751,1
MONDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 41ST AVE,W 41ST AVE,W 41ST AVE,21:00-23:59,1,49.23354,-123.116194,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,W 43RD AVE,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 43RD AVE & WEST BOULEVARD,WEST BLVD,WEST BLVD,12:00-14:59,1,49.232708,-123.155645,1
MONDAY,VANCOUVER,CASUALTY,E 32ND AVE,Yes,2018,MONDAY,UNDETERMINED,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DUMFRIES ST & E 32ND AVE,DUMFRIES ST,DUMFRIES ST,15:00-17:59,1,49.241629,-123.073591,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,DUMFRIES ST,Yes,2015,SATURDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DUMFRIES ST & E 32ND AVE,E 32ND AVE,E 32ND AVE,12:00-14:59,1,49.241629,-123.073591,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,OAK ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,OAK ST & W 32ND AVE,W 32ND AVE,W 32ND AVE,15:00-17:59,1,49.24238,-123.127793,1
MONDAY,VANCOUVER,CASUALTY,E 35TH AVE,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 35TH AVE & VICTORIA DR,VICTORIA DR,VICTORIA DR,18:00-20:59,1,49.238236,-123.065418,1
TUESDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 30TH AVE & ONTARIO ST,E 30TH AVE,E 30TH AVE,18:00-20:59,1,49.24337,-123.105255,1
FRIDAY,VANCOUVER,CASUALTY,E 33RD AVE,Yes,2018,FRIDAY,UNDETERMINED,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 33RD AVE & ONTARIO ST & W 33RD AVE,ONTARIO ST,ONTARIO ST,18:00-20:59,1,49.240576,-123.105362,1
MONDAY,VANCOUVER,CASUALTY,DUMFRIES ST,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DUMFRIES ST & E 33RD AVE,E 33RD AVE,E 33RD AVE,06:00-08:59,1,49.240186,-123.07382,1
WEDNESDAY,VANCOUVER,CASUALTY,GLADSTONE ST,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GLADSTONE ST & MANNERING AVE,MANNERING AVE,MANNERING AVE,15:00-17:59,1,49.240672000000004,-123.06284,1
THURSDAY,VANCOUVER,CASUALTY,E 33RD AVE,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 33RD AVE & VICTORIA DR,VICTORIA DR,VICTORIA DR,09:00-11:59,1,49.240059,-123.065367,1
THURSDAY,VANCOUVER,CASUALTY,E 33RD AVE,Yes,2019,THURSDAY,REAR END,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 33RD AVE & GLADSTONE ST,GLADSTONE ST,GLADSTONE ST,21:00-23:59,1,49.239786,-123.062889,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,UNKNOWN,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DEVONSHIRE CRES & OAK ST & ACCESS ROAD,OAK ST,OAK ST,15:00-17:59,1,49.244498,-123.127659,1
TUESDAY,VANCOUVER,CASUALTY,CROWN ST,Yes,2017,TUESDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CROWN ST & W 37TH AVE,W 37TH AVE,W 37TH AVE,09:00-11:59,1,49.238625,-123.193689,1
MONDAY,VANCOUVER,CASUALTY,FRASER ST,Yes,2019,MONDAY,SIDE IMPACT,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,E 29TH AVE & FRASER ST,E 29TH AVE,E 29TH AVE,18:00-20:59,1,49.244654,-123.090273,1
FRIDAY,VANCOUVER,CASUALTY,KINGSWAY,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GLADSTONE ST & KINGSWAY,GLADSTONE ST,GLADSTONE ST,12:00-14:59,1,49.243562,-123.06181,1
MONDAY,VANCOUVER,CASUALTY,OAK ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,OAK ST & W 33RD AVE,W 33RD AVE,W 33RD AVE,15:00-17:59,1,49.241437,-123.127824,1
TUESDAY,VANCOUVER,CASUALTY,EARLES ST,Yes,2019,TUESDAY,UNDETERMINED,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 29TH AVE & EARLES ST & NOOTKA ST,E 29TH AVE,E 29TH AVE,21:00-23:59,1,49.244548,-123.042163,1
TUESDAY,VANCOUVER,CASUALTY,KNIGHT ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 33RD AVE & KNIGHT ST,E 33RD AVE,E 33RD AVE,15:00-17:59,1,49.240211,-123.076367,1
MONDAY,VANCOUVER,CASUALTY,W 37TH AVE,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CARNARVON ST & W 37TH AVE,CARNARVON ST,CARNARVON ST,06:00-08:59,1,49.238546,-123.17302,1
SATURDAY,VANCOUVER,CASUALTY,UNKNOWN,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ONTARIO ST & UNNAMED LANE,ONTARIO ST,ONTARIO ST,12:00-14:59,1,49.238676,-123.105456,1
THURSDAY,VANCOUVER,CASUALTY,WOODLAND DR,Yes,2015,THURSDAY,SINGLE VEHICLE,Y,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & WOODLAND DR,ADANAC ST,ADANAC ST,15:00-17:59,1,49.277605,-123.072745,1
TUESDAY,VANCOUVER,CASUALTY,MCLEAN DR,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & MCLEAN DR,ADANAC ST,ADANAC ST,15:00-17:59,1,49.277638,-123.074142,1
FRIDAY,VANCOUVER,CASUALTY,E GEORGIA ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E GEORGIA ST & KASLO ST,KASLO ST,KASLO ST,15:00-17:59,1,49.278278,-123.046709,1
FRIDAY,VANCOUVER,CASUALTY,ROBSON ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,RICHARDS ST & ROBSON ST,RICHARDS ST,RICHARDS ST,06:00-08:59,1,49.280109,-123.11787,1
MONDAY,VANCOUVER,CASUALTY,COMOX ST,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & COMOX ST,BURRARD ST,BURRARD ST,18:00-20:59,1,49.280479,-123.127078,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,HORNBY ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HORNBY ST & NELSON ST,NELSON ST,NELSON ST,15:00-17:59,1,49.280536,-123.124983,1
SUNDAY,VANCOUVER,CASUALTY,NA,Yes,2018,SUNDAY,SINGLE VEHICLE,N,No,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W GEORGIA ST,W GEORGIA ST,W GEORGIA ST,21:00-23:59,1,49.280752,-123.115478,1
FRIDAY,VANCOUVER,CASUALTY,EXPO BLVD,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ABBOTT ST & EXPO BLVD & PAT QUINN WAY,ABBOTT ST,ABBOTT ST,18:00-20:59,1,49.278645,-123.107641,1
FRIDAY,VANCOUVER,CASUALTY,THURLOW ST,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BEACH AVE & THURLOW ST,BEACH AVE,BEACH AVE,18:00-20:59,1,49.277593,-123.135424,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2015,SUNDAY,SINGLE VEHICLE,N,No,Y,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,UNION ST,UNION ST,UNION ST,18:00-20:59,1,49.277601,-123.102787,1
FRIDAY,VANCOUVER,CASUALTY,MCLEAN DR,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ADANAC ST & MCLEAN DR,ADANAC ST,ADANAC ST,15:00-17:59,1,49.277638,-123.074142,1
MONDAY,VANCOUVER,CASUALTY,DUNSMUIR ST,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & DUNSMUIR ST,CAMBIE ST,CAMBIE ST,15:00-17:59,1,49.280488,-123.111556,1
FRIDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & DUNSMUIR ST,DUNSMUIR ST,DUNSMUIR ST,12:00-14:59,1,49.280488,-123.111556,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NELSON ST,Yes,2018,WEDNESDAY,UNDETERMINED,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HORNBY ST & NELSON ST,HORNBY ST,HORNBY ST,06:00-08:59,1,49.280536,-123.124983,1
WEDNESDAY,VANCOUVER,CASUALTY,DUNSMUIR ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,BEATTY ST & DUNSMUIR ST & DUNSMUIR VIADUCT,BEATTY ST,BEATTY ST,09:00-11:59,1,49.279839,-123.110537,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,DUNSMUIR ST,Yes,2015,FRIDAY,SIDE IMPACT,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & DUNSMUIR ST,CAMBIE ST,CAMBIE ST,18:00-20:59,1,49.280488,-123.111556,1
TUESDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & DUNSMUIR ST,DUNSMUIR ST,DUNSMUIR ST,09:00-11:59,1,49.280488,-123.111556,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NELSON ST,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HORNBY ST & NELSON ST,HORNBY ST,HORNBY ST,06:00-08:59,1,49.280536,-123.124983,1
